item_id,english,de,es-CO,fr-CA,labels,nl
ToM-scene8-instruct1,"This morning when she came to school, Allie put her yellow pencil on this shelf, above the backpack shelf.","Heute Morgen, als sie in die Schule kam, legte Linda ihren gelben Bleistift auf das Regal über dem Rucksackregal.","Esta mañana, cuando vino a la escuela, Alejandra puso su lápiz de color amarillo en la repisa, sobre el mueble de las maletas.","Ce matin, quand elle est arrivée à l'école, Allie a mis son crayon jaune sur cette étagère, au-dessus de l'étagère des sacs à dos.",theory-of-mind,
ToM-scene8-instruct2,"And then she went outside to play, see? Here’s Allie playing outside. And while she was outside playing, Allie’s yellow pencil fell down from on top of the shelf to behind the backpack shelf, see?","Und dann ist sie zum spielen nach draußen gegangen, siehst du? Und während sie draußen spielte, fiel Lindas gelber Bleistift von oben runter und hinter das Rucksackregal, siehst du?","Y luego salió a jugar, ¿ves? Aquí está Alejandra jugando afuera. Y mientras estaba afuera jugando, el lápiz de color amarillo de Alejandra se cayó de la repisa y quedó detrás del mueble de las maletas, ¿ves?","Puis elle est sortie pour jouer, voyez-vous ? Voici Allie en train de jouer dehors. Et pendant qu'elle jouait dehors, le crayon jaune d'Allie est tombé du dessus de l'étagère derrière l'étagère des sacs à dos, voyez ?",theory-of-mind,
ToM-scene8-instruct3,"Then Mike comes in, and Mike puts his pencil above the backpack shelf. Mike’s pencil is also yellow! But Allie is still outside playing, so she didn’t see what Mike was doing.","Dann kommt Tim herein, und Tim legt seinen Bleistift auf das Regal über dem Rucksackregal. Tims Bleistift ist auch gelb! Aber Linda ist noch draußen und spielt, deshalb hat sie nicht gesehen, was Tim gemacht hat.","Entonces entra Miguel y Miguel pone su lápiz encima del mueble de las maletas. El lápiz de Miguel también es de color amarillo. Pero Alejandra todavía está fuera jugando, así que no vio lo que Miguel estaba haciendo.","Ensuite, Mike entre, et Mike met son crayon au-dessus de l'étagère des sacs à dos. Le crayon de Mike est aussi jaune ! Mais Allie est toujours dehors en train de jouer, elle n'a donc pas vu ce que Mike faisait.",theory-of-mind,
ToM-scene8-q1-false_belief,"Now, when Allie comes in from outside, where will she look first for her pencil?","Wenn Linda jetzt von draußen reinkommt, wo wird sie zuerst nach ihrem Bleistift suchen?","Ahora, cuando Alejandra vuelva de fuera, ¿dónde buscará primero su lápiz?","Maintenant, quand Allie rentre de dehors, où va-t-elle chercher d'abord son crayon ?",theory-of-mind,
ToM-transition,Nice work! Here is a new story.,Sehr gut! Hier ist eine neue Geschichte.,¡Bien hecho! Ahora vamos con una nueva historia.,Bon travail! Voici une nouvelle histoire.,theory-of-mind,
addition-prompt1,Add the numbers and choose the correct answer.,Addiere die Zahlen und wähle die richtige Antwort.,Suma los números y escoge la respuesta correcta.,Ajoute les chiffres et choisis la réponse correcte.,math,
addition-prompt2,Add the numbers.,Addiere die Zahlen. ,Suma los números.,Ajoute les chiffres.,math,
angry,angry,wütend,enojado,fâché,theory-of-mind,
baseball,The small baseball,Den kleinen Baseball,La pelota pequeña de béisbol,The small baseball,theory-of-mind,
basket,In the basket,Im Becher,En la canasta,Dans le panier,theory-of-mind,
basketball,A basketball,Einen Basketball,Un balón de baloncesto,Un ballon de basketball,theory-of-mind,
behind,Behind the backpack shelf,Hinter dem Rucksackregal,Detrás del mueble de las maletas,Derrière l'étagère des sacs à dos,theory-of-mind,
behind-flowerbush,Behind the flower bush,Hinter dem Blumenstrauch,Detrás de la planta con flores,Derrière l'arbuste de fleurs,theory-of-mind,
behind-fountain,Behind the fountain,Hinter dem Springbrunnen,Detrás de la fuente,Derrière la fontaine,theory-of-mind,
behind-rock,Behind the rock,Hinter dem Felsen,Detrás de la roca,Derrière la roche,theory-of-mind,
behind-tree,Behind the tree,Hinter dem Baum,Detrás del árbol,Derrière l'arbre,theory-of-mind,
big-basketball,The big basketball,Den großen Basketball,La pelota grande de baloncesto,The big basketball,theory-of-mind,
blueball,The blue ball,Den blauen Ball,La pelota azul,The blue ball,theory-of-mind,
bluestack,The large blue stack,Den großen blauen Stapel,La torre azul grande,The large blue stack,theory-of-mind,
box,In the box,In der Federtasche,En la caja,Dans la boîte,theory-of-mind,
calm,calm,ruhig,tranquilo,calme,theory-of-mind,
chair,Behind the chair,Hinter dem Stuhl,Detrás de la silla,Derrière la chaise,theory-of-mind,
close-button-text,Close,Schließen,Cerrar,Fermer,general,
coats,Under the coats,Unter den Mänteln,Debajo de los abrigos,Sous les manteaux,theory-of-mind,
continue-button-text,OK,OK,OK,D'accord,general,
counting-1,How many cars is this?,How many cars is this?,How many cars is this?,How many cars is this?,math,
counting-2,How many apples is this?,How many apples is this?,How many apples is this?,How many apples is this?,math,
counting-intro,"In this number game, you will say how many things are in the picture! The grownup helping you will press the button.","In this number game, you will say how many things are in the picture! The grownup helping you will press the button.","In this number game, you will say how many things are in the picture! The grownup helping you will press the button.","In this number game, you will say how many things are in the picture! The grownup helping you will press the button.",math,
counting-intro-afc,"This time, you will choose the button with the right number!","This time, you will choose the button with the right number!","This time, you will choose the button with the right number!","This time, you will choose the button with the right number!",math,
crayons,Crayons,Buntstifte,Unos colores,Crayons ,theory-of-mind,
cup,A cup,Eine Tasse,Una taza,Une tasse,theory-of-mind,
cupbook,The book about cups,Das Buch über Tassen,El libro sobre tazas,Le livre sur les tasses,theory-of-mind,
data-questionnaire-button-text1,"I have SERIOUS CONCERNS about these data (e.g., the child did not seem to understand the task, was frequently distracted/interrupted, etc.)","I have SERIOUS CONCERNS about these data (e.g., the child did not seem to understand the task, was frequently distracted/interrupted, etc.)","I have SERIOUS CONCERNS about these data (e.g., the child did not seem to understand the task, was frequently distracted/interrupted, etc.)","I have SERIOUS CONCERNS about these data (e.g., the child did not seem to understand the task, was frequently distracted/interrupted, etc.)",general,
data-questionnaire-button-text2,"I feel OK about these data (e.g., the child seemed to understand the task pretty well, only experienced a few distractions/interruptions, etc.)","I feel OK about these data (e.g., the child seemed to understand the task pretty well, only experienced a few distractions/interruptions, etc.)","I feel OK about these data (e.g., the child seemed to understand the task pretty well, only experienced a few distractions/interruptions, etc.)","I feel OK about these data (e.g., the child seemed to understand the task pretty well, only experienced a few distractions/interruptions, etc.)",general,
data-questionnaire-button-text3,"I feel GOOD about these data (e.g., the child clearly understood the task, had very few (if any) distractions/ interruptions, etc.)","I feel GOOD about these data (e.g., the child clearly understood the task, had very few (if any) distractions/ interruptions, etc.)","I feel GOOD about these data (e.g., the child clearly understood the task, had very few (if any) distractions/ interruptions, etc.)","I feel GOOD about these data (e.g., the child clearly understood the task, had very few (if any) distractions/ interruptions, etc.)",general,
desk,In the desk,Im Schreibtisch,En el escritorio,Dans le bureau,theory-of-mind,
disgusted,disgusted,angeekelt,asqueado,dégoûté,theory-of-mind,
drawer,In the drawer,In der Schublade,En el cajón,Dans le tiroir,theory-of-mind,
feedback-good-job,Good job!,Gut gemacht!,¡Bien hecho!,Bien joué !,general,
feedback-nice-work,Nice work!,Sehr gut!,¡Muy bien!,Bon travail !,general,
feedback-not-quite-right,That's not quite right. Please try again.,Das stimmt nicht ganz. Versuch es noch einmal!,Eso no está del todo bien. ¡Inténtalo de nuevo!,That's not quite right. Please try again.,general,
feedback-try-again,Please try again!,Versuch es noch einmal!,¡Inténtalo de nuevo!,Veuillez essayer à nouveau !,general,
feedbackCorrect,Great! That's right.,Großartig! Das ist richtig.,¡Genial! Eso es correcto.,Super ! C'est ça.,general,
floor,On the floor,Auf dem Boden,En el suelo,Sur le sol,theory-of-mind,
flower-instruct1,This is the flower game. Here's how you play it.,Das ist das Blumenspiel. Ich erkläre dir jetzt wie das Blumenspiel funktioniert.,Este es el juego de las flores. Las reglas son las siguientes.,Ceci est le jeu de fleurs. Voici comment vous jouez.,hearts-and-flowers,
flower-instruct2,"When you see a flower, press the button on the opposite side.","Wenn du eine Blume siehst, drückst du den Knopf auf der GEGENÜBERLIEGENDEN Seite.","Cuando veas una flor, presiona el botón del lado opuesto.","Quand vous voyez une fleur, appuyez sur le bouton du côté opposé.",hearts-and-flowers,
flower-practice-feedback1,The flower is on the left side. Press the right button.,Die Blume ist auf der linken Seite. Drücke den rechten Knopf.,La flor está en el lado izquierdo. Presione el botón derecho.,La fleur est du côté gauche. Appuyez sur le bouton droit.,hearts-and-flowers,
flower-practice-feedback2,"When you see a FLOWER, press the button on the OPPOSITE side.","Wenn du eine Blume siehst, drücke den Knopf auf der GEGENÜBERLIEGENDEN Seite.","Cuando veas una FLOR, presiona el botón en el lado OPUESTO.","Quand vous voyez une FLEUR, appuyez sur le bouton du côté OPPOSÉ.",hearts-and-flowers,
flowerbush,A flower bush,Einen Blumenstrauch,Una planta con flores,Un arbuste de fleurs,theory-of-mind,
fountain,A fountain,Einen Springbrunnen,Una fuente,Une fontaine,theory-of-mind,
general-device-type,"Please use a tablet in landscape mode, or a desktop computer or a laptop to complete the activities.","Bitte verwenden Sie ein Tablet im Querformat, einen Desktop-Computer oder einen Laptop, um die Aufgaben zu lösen.","Por favor utiliza una tableta en modo horizontal, un ordenador de sobremesa o un portátil para que las actividades se puedan visualizar correctamente.","Please use a tablet in landscape mode, a desktop computer, or a laptop to complete the activities.",general,
general-encourage,Keep Going!,Weiter so!,¡Continúa!,Continuez !,general,
general-exit,Exit,Spiel verlassen.,Salir,Quitter,general,
general-footer,Click the button below or press <b>ANY KEY</b> to continue,"Klicke auf die Fläche unten oder drücke eine Beliebige Taste, um fortzufahren",Haz clic en el botón abajo o presiona <b>CUALQUIER TECLA</b> para continuar,Clique sur le bouton ci-dessous ou appuie sur <b>N'IMPORTE QUELLE TOUCHE</b> pour continuer,general,
general-fullscreen,Switch to full screen mode,Bitte wechsle in den Vollbildmodus.,Cambiar al modo de pantalla completa,Passer en mode plein écran,general,
general-intro1,Hi! We are excited to have you play some games with us today!,"Hallo! Wir freuen uns, dass du heute ein paar Spiele mit uns spielst!",¡Hola! ¡Estamos encantados de que juegues hoy con nosotros!,Salut ! Nous sommes ravis que tu joues à des jeux avec nous aujourd'hui !,general,
general-intro2,"First, you get to choose a buddy to play along with you. As you complete the different games, you will get to pick an accessory like a hat or glasses to decorate your buddy.","Zuerst kannst du einen Spielpartner auswählen, der die Spiele zusammen mit dir spielt. Nach jedem Spiel darfst du dir eine Sache aussuchen, zum Beispiel einen Hut oder eine Brille, die dein Spielpartner dann aufsetzen oder anziehen kann.","En primer lugar, tienes que elegir a un amigo para que juegue contigo. A medida que completes los diferentes juegos, podrás elegir un accesorio como un sombrero o unas gafas para decorar a tu amigo.","Tout d'abord, vous devez choisir un partenaire pour jouer avec vous. Au fil des jeux, vous pourrez choisir un accessoire, comme un chapeau ou des lunettes, pour décorer votre partenaire.",general,
general-intro3,"Now that you have your buddy, we want to explain how the games work.","Super, jetzt hast du deinen Spielpartner! Jetzt wollen wir dir erklären, wie die Spiele funktionieren.","Ahora que ya tienes a tu amigo, queremos explicarte cómo funcionan los juegos.","Maintenant que tu as ton copain, nous voulons t'expliquer comment fonctionnent les jeux.",general,
general-intro4,"During the games you will need to listen to instructions so make sure your speakers are on and the volume is the way you like it. If you need to hear the instructions again, you can click the speaker button up in the corner of your screen.","Während der Spiele wirst du Anweisungen hören. Achte also darauf, dass deine Lautsprecher eingeschaltet sind und die Lautstärke für dich angenehm ist. Wenn du die Anweisungen noch einmal hören möchtest, kannst du auf die Lautsprechertaste oben in der Ecke deines Bildschirms klicken.","Durante los juegos tendrás que escuchar las instrucciones, así que asegúrate de que los altavoces están encendidos y el volumen está a tu gusto. Si necesitas volver a escuchar las instrucciones, presiona el botón del altavoz situado en la esquina superior de la pantalla.","Pendant les jeux, tu devras écouter les instructions, alors assure-toi que les haut-parleurs sont activés et que le volume te convient. Si tu souhaites réécouter les instructions, tu peux cliquer sur le bouton haut-parleur dans le coin de ton écran.",general,
general-intro5,"You can choose your answers in different ways depending on the type of tablet or computer you are using. You can use a mouse or touchpad to click your choice, you can use the arrow keys on your keyboard, or you can touch your screen if you are using a tablet. You can pick the way that works best for you.

If you have any questions or need help getting started, please ask the adult who is nearby to help you. ","Je nach Art des Tablets oder Computers, den du verwendest, kannst du deine Antworten auf unterschiedliche Weise auswählen. Du kannst eine Maus oder ein Touchpad benutzen, um etwas anzuklicken, du kannst die Pfeiltasten auf deiner Tastatur benutzen oder du kannst deinen Bildschirm berühren, wenn du ein Tablet benutzt. Du kannst die Methode wählen, die für dich am besten geeignet ist.

Wenn du Fragen hast oder zum Starten Hilfe brauchst, bitte einen Erwachsenen in deiner Nähe, dir zu helfen. ","Puedes elegir tus respuestas de diferentes maneras dependiendo del tipo de tableta u ordenador que estés utilizando. Puedes utilizar un ratón o un panel táctil para hacer clic en tu elección, puedes utilizar las teclas de flecha del teclado o puedes tocar la pantalla si utilizas una tableta. Puedes elegir la forma que más te convenga.<br><br>Si tienes alguna duda o necesitas ayuda para empezar, pide ayuda al adulto que esté cerca.","Tu peux choisir tes réponses de différentes manières selon le type de tablette ou d'ordinateur que tu utilises. Tu peux utiliser une souris ou un pavé tactile pour cliquer sur ton choix, utiliser les touches fléchées de ton clavier ou toucher l'écran si tu utilises une tablette. Tu peux choisir la méthode qui te convient le mieux.<br><br>Si tu as des questions ou si tu as besoin d'aide pour commencer, demande à l'adulte à proximité de t'aider.",general,
