item_id,labels,en,de,nl,context,es-CO,fr-CA,de-CH,es-AR
hostile-attribution-scene3-q1,hostile-attribution,Do you think the boy knocked your papers onto the floor on purpose or by accident?,"Glaubst du, der Junge hat deine Papiere absichtlich oder aus Versehen auf den Boden geworfen?",,,,,"Glaubst du, der Junge hat deine Papiere absichtlich oder aus Versehen auf den Boden geworfen?",¿Creés que el chico tiró tus papeles al suelo a propósito o por accidente?
hostile-attribution-scene3-q2,hostile-attribution,Now pick one of the three choices as the one you would do:,Was würdest du tun? Wähle eine der drei Möglichkeiten aus.,,,,,Was würdest du tun? Wähle eine der drei Möglichkeiten aus.,Ahora elegí cuál de estas tres opciones harías vos:
hostile-attribution-scene3-q2-ans1,hostile-attribution,call him a name,ihn beleidigen,,,,,ihn beleidigen,insultar al chico
hostile-attribution-scene3-q2-ans2,hostile-attribution,pick up the papers,die Papiere aufsammeln,,,,,die Papiere aufsammeln,recoger los papeles
hostile-attribution-scene3-q2-ans3,hostile-attribution,do nothing,nichts tun,,,,,nichts tun,no hacer nada
hostile-attribution-scene1-by-accident,theory-of-mind,by accident,aus Versehen,,,,,aus Versehen,por accidente
hostile-attribution-scene1-on-purpose,theory-of-mind,on purpose,absichtlich,,,,,absichtlich,a propósito
hostile-attribution-scene2-by-accident,theory-of-mind,by accident,aus Versehen,,,,,aus Versehen,por accidente
hostile-attribution-scene2-on-purpose,theory-of-mind,on purpose,absichtlich,,,,,absichtlich,a propósito
hostile-attribution-scene3-by-accident,theory-of-mind,by accident,,,,,,aus Versehen,por accidente
hostile-attribution-scene3-on-purpose,theory-of-mind,on purpose,absichtlich,,,,,absichtlich,a propósito
same-different-selection-instruct1,same-different-selection,"This is the matching game. In this game, you're going to choose sets of cards that match in some way. First, let's look at some of the cards you are going to see.","Jetzt spielen wir ein Spiel, bei dem es darum geht, Karten auszuwählen, die auf irgendeine Art zusammenpassen. Lass uns mal schauen, wie die Karten aussehen, die du in dem Spiel sehen wirst.",,,,,"Jetzt spielen wir ein Spiel, bei dem es darum geht, Karten auszuwählen, die auf irgendeine Art zusammenpassen. Lass uns mal schauen, wie die Karten aussehen, die du in dem Spiel sehen wirst.","Este es el juego de parejas. En este juego, vas a elegir conjuntos de cartas que se parecen de alguna manera. Primero, veamos algunas de las cartas que vas a ver."
same-different-selection-touch-circle,same-different-selection,Choose the card with a circle.,Wähle die Karte mit einem Kreis.,,,,,Wähle die Karte mit einem Kreis.,Elegí la carta que tiene un círculo.
same-different-selection-touch-square,same-different-selection,Choose the card with a square.,Wähle die Karte mit einem Quadrat.,,,,,Wähle die Karte mit einem Quadrat.,Elegí la carta que tiene un cuadrado.
same-different-selection-touch-triangle,same-different-selection,Choose the card with a triangle.,Wähle die Karte mit einem Dreieck.,,,,,Wähle die Karte mit einem Dreieck.,Elegí la carta que tiene un triángulo.
same-different-selection-touch-star,same-different-selection,Choose the card with a star.,Wähle die Karte mit einem Stern.,,,,,Wähle die Karte mit einem Stern.,Elegí la carta que tiene una estrella.
same-different-selection-touch-green,same-different-selection,Choose the card with a green shape.,Wähle die Karte mit einer grünen Form.,,,,,Wähle die Karte mit einer grünen Form.,Elegí la carta que tiene una figura verde.
same-different-selection-touch-red,same-different-selection,Choose the card with a red shape.,Wähle die Karte mit einer roten Form.,,,,,Wähle die Karte mit einer roten Form.,Elegí la carta que tiene una figura roja.
same-different-selection-touch-blue,same-different-selection,Choose the card with a blue shape.,Wähle die Karte mit einer blauen Form.,,,,,Wähle die Karte mit einer blauen Form.,Elegí la carta que tiene una figura azul.
same-different-selection-touch-yellow,same-different-selection,Choose the card with a yellow shape.,Wähle die Karte mit einer gelben Form.,,,,,Wähle die Karte mit einer gelben Form.,Elegí la carta que tiene una figura amarilla.
same-different-selection-touch-small,same-different-selection,Choose the card with a small shape.,Wähle die Karte mit einer kleinen Form.,,,,,Wähle die Karte mit einer kleinen Form.,Elegí la carta que tiene una figura pequeña.
same-different-selection-touch-medium,same-different-selection,Choose the card with a medium-sized shape.,Wähle die Karte mit einer mittelgroßen Form.,,,,,Wähle die Karte mit einer mittelgrossen Form.,Elegí la carta que tiene una figura mediana.
same-different-selection-touch-large,same-different-selection,Choose the card with a large shape.,Wähle die Karte mit einer großen Form.,,,,,Wähle die Karte mit einer grossen Form.,Elegí la carta que tiene una figura grande.
same-different-selection-touch-white,same-different-selection,Choose the star on the white card.,Wähle den Stern auf der weißen Karte.,,,,,Wähle den Stern auf der weissen Karte.,Elegí la estrella en la carta blanca.
same-different-selection-touch-gray,same-different-selection,Choose the star on the gray card.,Wähle den Stern auf der grauen Karte.,,,,,Wähle den Stern auf der grauen Karte.,Elegí la estrella en la carta gris.
same-different-selection-touch-black,same-different-selection,Choose the star on the black card.,Wähle den Stern auf der schwarzen Karte.,,,,,Wähle den Stern auf der schwarzen Karte.,Elegí la estrella en la carta negra.
same-different-selection-touch-striped,same-different-selection,Choose the star on the striped card.,Wähle den Stern auf der gestreiften Karte.,,,,,Wähle den Stern auf der gestreiften Karte.,Elegí la estrella en la carta con rayas.
same-different-selection-touch-1,same-different-selection,Choose the card with 1 star.,Wähle die Karte mit einem Stern.,,,,,Wähle die Karte mit einem Stern.,Elegí la carta con 1 estrella.
same-different-selection-touch-2,same-different-selection,Choose the card with 2 stars.,Wähle die Karte mit zwei Sternen.,,,,,Wähle die Karte mit zwei Sternen.,Elegí la carta con 2 estrellas.
same-different-selection-touch-3,same-different-selection,Choose the card with 3 stars.,Wähle die Karte mit drei Sternen.,,,,,Wähle die Karte mit drei Sternen.,Elegí la carta con 3 estrellas.
same-different-selection-touch-4,same-different-selection,Choose the card with 4 stars.,Wähle die Karte mit vier Sternen.,,,,,Wähle die Karte mit vier Sternen.,Elegí la carta con 4 estrellas.
same-different-selection-instruct2,same-different-selection,Now you're going to see two cards that are the same in one way. Then you will see a new card that is similar to one of those cards. Your job is to choose the card that is similar to the new card.,"Jetzt siehst du zwei Karten, die in einer Hinsicht gleich sind. Dann siehst du eine neue Karte, die einer der ersten beiden Karten ähnlich ist. Deine Aufgabe ist es, die Karte zu wählen, die der neuen Karte ähnlich ist.",,,,,"Jetzt siehst du zwei Karten, die in einer Hinsicht gleich sind. Dann siehst du eine neue Karte, die einer der ersten beiden Karten ähnlich ist. Deine Aufgabe ist es, die Karte zu wählen, die der neuen Karte ähnlich ist.",Ahora vas a ver dos cartas que son iguales de alguna manera. Luego vas a ver una nueva carta que se parece a una de esas cartas. Tu trabajo es elegir la carta que se parece a esa nueva carta.
same-different-selection-instruct3,same-different-selection,"Now you're going to see three cards, and you're going to choose two that are the same in some way. Then you're going to see the same cards again, and pick two cards that are the same in a different way.","Jetzt siehst du drei Karten und wählst zwei aus, die auf irgendeine Weise gleich sind. Dann siehst du dieselben Karten noch einmal und wählst zwei Karten aus, die auf eine andere Weise gleich sind.",,,,,"Jetzt siehst du drei Karten und wählst zwei aus, die auf irgendeine Weise gleich sind. Dann siehst du dieselben Karten noch einmal und wählst zwei Karten aus, die auf eine andere Weise gleich sind.","Ahora vas a ver tres cartas y tenés que elegir dos que sean iguales de alguna manera. Luego vas a ver las mismas tres cartas, pero vas a elegir otras dos cartas que sean iguales de otra manera."
same-different-selection-both-circles,same-different-selection,Here are two cards. Something's the same. They both have circles.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Kreise.,,,,,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Kreise.,Acá hay dos cartas. Son iguales en algo. Ambas tienen círculos.
same-different-selection-both-squares,same-different-selection,Here are two cards. Something's the same. They both have squares.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Quadrate.,,,,,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Quadrate.,Acá hay dos cartas. Son iguales en algo. Ambas tienen cuadrados.
same-different-selection-both-triangles,same-different-selection,Here are two cards. Something's the same. They both have triangles.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Dreiecke.,,,,,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Dreiecke.,Acá hay dos cartas. Son iguales en algo. Ambas tienen triángulos.
same-different-selection-both-red,same-different-selection,Here are two cards. Something's the same. They both have red shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Formen.,,,,,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Formen.,Acá hay dos cartas. Son iguales en algo. Ambas tienen figuras rojas.
same-different-selection-both-green,same-different-selection,Here are two cards. Something's the same. They both have green shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen grüne Formen.,,,,,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen grüne Formen.,Acá hay dos cartas. Son iguales en algo. Ambas tienen figuras verdes.
same-different-selection-both-yellow,same-different-selection,Here are two cards. Something's the same. They both have yellow shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen gelbe Formen.,,,,,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen gelbe Formen.,Acá hay dos cartas. Son iguales en algo. Ambas tienen figuras amarillas.
same-different-selection-both-blue,same-different-selection,Here are two cards. Something's the same. They both have blue shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen blaue Formen.,,,,,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen blaue Formen.,Acá hay dos cartas. Son iguales en algo. Ambas tienen figuras azules.
same-different-selection-both-small,same-different-selection,Here are two cards. Something's the same. They both have small shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen kleine Formen.,,,,,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen kleine Formen.,Acá hay dos cartas. Son iguales en algo. Ambas tienen figuras pequeñas.
same-different-selection-both-medium,same-different-selection,Here are two cards. Something's the same. They both have medium-sized shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen mittelgroße Formen.,,,,,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen mittelgrosse Formen.,Acá hay dos cartas. Son iguales en algo. Ambas tienen figuras medianas.
same-different-selection-both-large,same-different-selection,Here are two cards. Something's the same. They both have large shapes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen große Formen.,,,,,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen grosse Formen.,Acá hay dos cartas. Son iguales en algo. Ambas tienen figuras grandes.
sds-prompt3,same-different-selection,Here is another card. Which of these is similar to this one?,Hier ist eine weitere Karte. Welche Karte sieht dieser ähnlich?,,,,,Hier ist eine weitere Karte. Welche Karte sieht dieser ähnlich?,Acá hay otra carta. ¿Cuál de estas tiene algo que es igual a esta?
sds-3match-prompt2,same-different-selection,Here is the same set of cards again. Choose two cards that are the same in a different way.,"Hier siehst du die gleichen Karten nochmal. Wähle zwei Bilder aus, die auf unterschiedliche Art und Weise gleich sind.",,,,,"Hier siehst du die gleichen Karten nochmal. Wähle zwei Bilder aus, die auf unterschiedliche Art und Weise gleich sind.",Acá están otra vez las mismas cartas. Ahora tenés que elegir dos cartas que sean pareja porque son iguales en algo diferente.
sds-2match-prompt1,same-different-selection,Here is a new set of cards. Choose two cards that are the same in some way.,"Hier sind neue Karten. Wähle zwei Karten aus, die in irgendeiner Weise gleich sind.",,,,,"Hier sind neue Karten. Wähle zwei Karten aus, die in irgendeiner Weise gleich sind.",Acá hay un nuevo grupo de cartas. Elegí dos cartas que sean iguales en algún aspecto.
sds-2match-prompt2,same-different-selection,Choose two cards that are the same in a different way.,"Wähle zwei Karten, die auf unterschiedliche Weise gleich sind.",,,,,"Wähle zwei Karten, die auf unterschiedliche Weise gleich sind.",Elegí dos cartas que sean pareja porque son iguales en algo diferente.
sds-3unique-prompt1,same-different-selection,Choose three cards that are the same in only one way.,"Wähle drei Karten aus, die in irgendeiner Weise gleich sind.",,,,,"Wähle drei Karten aus, die in irgendeiner Weise gleich sind.",Elegí tres cartas que sean iguales en un solo aspecto.
sds-3unique-prompt2,same-different-selection,Choose another three cards that are the same in only one way.,"Wähle drei weitere Karten aus, die auf unterschiedliche Art und Weise gleich sind.",,,,,"Wähle drei weitere Karten aus, die auf unterschiedliche Art und Weise gleich sind.",Elegí otras tres cartas que sean iguales en un solo aspecto.
memory-game-display,memory-game,Watch the squares light up.,"Beobachte, wie die Quadrate aufleuchten.",,,,,"Beobachte, wie die Quadrate aufleuchten.",Observá cómo se iluminan los cuadrados.
memory-game-input,memory-game,Choose the squares in the same order.,Wähle die Quadrate in der gleichen Reihenfolge.,,,,,Wähle die Quadrate in der gleichen Reihenfolge.,Elegí los cuadrados en el mismo orden.
memory-game-instruct1,memory-game,This is the memory game. Here's how you play it.,Das ist ein Memory-Spiel. Ich erkläre dir jetzt wie das Memory-Spiel funktioniert.,,,,,Das ist ein Memory-Spiel. Ich erkläre dir jetzt wie das Memory-Spiel funktioniert.,Este es el juego de la memoria. Las reglas son las siguientes.
memory-game-instruct2,memory-game,You will see squares light up.,"Du wirst sehen, dass Quadrate aufleuchten.",,,,,"Du wirst sehen, dass Quadrate aufleuchten.",Vas a ver que los cuadrados se iluminan.
memory-game-instruct3,memory-game,You're going to choose the squares in the same order.,Du wählst die Quadrate in der gleichen Reihenfolge aus.,,,,,Du wählst die Quadrate in der gleichen Reihenfolge aus.,Vas a elegir los cuadrados en el mismo orden.
memory-game-instruct4,memory-game,Watch carefully! Try to remember the order.,"Pass gut auf! Versuche, dir die Reihenfolge zu merken.",,,,,"Pass gut auf! Versuche, dir die Reihenfolge zu merken.",¡Observá con atención! Intentá recordar el orden.
