identifier,labels,text,en,es-CO,de,fr-CA,nl,de-CH,es-AR,en-GH
SelfLifeChanges46,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges46,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges47,parent_survey_family,Death of other family member (child).,Death of other family member (child).,Fallecimiento de otro familiar (hijo o hija).,Tod eines anderen Familienmitglieds (Kind).,Décès d'un autre membre de la famille (enfant).,Overlijden van een ander familielid (kind).,Tod eines anderen Familienmitglieds (Kind).,Fallecimiento de otro familiar (hijo o hija).,Extended family child resting beyond-life doubt.
SelfLifeChanges47,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges47,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges48,parent_survey_family,Death of other family member (brother or sister).,Death of other family member (brother or sister).,Fallecimiento de otro familiar (hermano o hermana).,Tod eines anderen Familienmitglieds (Bruder oder Schwester).,Décès d'un autre membre de la famille (frère ou sœur).,Overlijden van een ander familielid (broer of zus).,Tod eines anderen Familienmitglieds (Bruder oder Schwester).,Fallecimiento de otro familiar (hermano o hermana).,Extended family jnr. or sister pa happened to be stopped.
SelfLifeChanges48,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges48,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges49,parent_survey_family,Death of other family member (parent).,Death of other family member (parent).,Fallecimiento de otro familiar (padre o madre).,Tod eines anderen Familienmitglieds (Elternteil).,Décès d'un autre membre de la famille (parent).,Overlijden van een ander familielid (ouder).,Tod eines anderen Familienmitglieds (Elternteil).,Fallecimiento de otro familiar (padre o madre).,Father go into shadow & quiet city.
SelfLifeChanges49,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges49,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChangesPersonal,parent_survey_family,Personal and Social:,Personal and Social:,Personal y Social:,Persönlich und sozial:,Personnel et Social :,Persoonlijk en Sociaal:,Persönlich und sozial:,Personal y Social:,Personal and Social:
SelfLifeChanges50,parent_survey_family,Change in personal habits.,Change in personal habits.,Cambio de hábitos personales.,Änderung der persönlichen Gewohnheiten.,Changement dans les habitudes personnelles.,Verandering in persoonlijke gewoonten.,Änderung der persönlichen Gewohnheiten.,Cambio de hábitos personales.,Habitual mutation.
SelfLifeChanges50,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges50,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges51,parent_survey_family,Beginning or ending school or college.,Beginning or ending school or college.,Inicio o culminación de escuela o universidad.,Beginn oder Ende der Schule oder des Studiums.,Début ou fin de l'école ou de l'université.,Beginnen of stoppen met school of opleiding.,Beginn oder Ende der Schule oder des Studiums.,Inicio o culminación de escuela o universidad.,A plan concerning academic enrollment or de-enrollment.
SelfLifeChanges51,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges51,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges52,parent_survey_family,Change of school or college.,Change of school or college.,Cambio de colegio o universidad.,Schul- oder Hochschulwechsel.,Changement d'école ou d'université.,Verandering van school of opleiding.,Schul- oder Hochschulwechsel.,Cambio de colegio o universidad.,Institutes and lab benches adjusted generally.
SelfLifeChanges52,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges52,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges53,parent_survey_family,Change in political beliefs.,Change in political beliefs.,Cambio de convicciones políticas.,Politische Überzeugung geändert.,Changement de convictions politiques.,Verandering in politieke overtuigingen.,Politische Überzeugung geändert.,Cambio de convicciones políticas.,Political legacy altered.
SelfLifeChanges53,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges53,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges54,parent_survey_family,Change in religious beliefs.,Change in religious beliefs.,Cambio de creencias religiosas.,Religiöse Überzeugung geändert.,Changement de convictions religieuses.,Verandering in religieuze overtuigingen.,Religiöse Überzeugung geändert.,Cambio de creencias religiosas.,Faithful eye different order now.
SelfLifeChanges54,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges54,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges55,parent_survey_family,Change in social activities.,Change in social activities.,Cambio de actividades sociales.,Änderung der sozialen Aktivitäten.,Changement dans les activités sociales.,Verandering in sociale activiteiten.,Änderung der sozialen Aktivitäten.,Cambio de actividades sociales.,"For socialization, whole the activities dey change."
SelfLifeChanges55,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges55,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges56,parent_survey_family,Vacation.,Vacation.,Vacaciones.,Urlaub.,Vacances.,Vakantie.,Urlaub.,Vacaciones.,"Taking time relax, a retreat."
SelfLifeChanges56,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges56,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges57,parent_survey_family,"New, close, personal relationship.","New, close, personal relationship.",Nueva relación personal cercana.,"Neue, enge, persönliche Beziehung.",Nouvelle relation personnelle proche.,"Nieuwe, intieme, persoonlijke relatie.","Neue, enge, persönliche Beziehung.",Nueva relación personal cercana.,Relationships become marvel.
SelfLifeChanges57,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges57,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges58,parent_survey_family,Engagement to marry.,Engagement to marry.,Compromiso de matrimonio.,Verlobung und Heirat.,Fiançailles pour le mariage.,Verloving om te trouwen.,Verlobung und Heirat.,Compromiso de matrimonio.,Decide getting married.
SelfLifeChanges58,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges58,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges59,parent_survey_family,Girlfriend or boyfriend problems.,Girlfriend or boyfriend problems.,Problemas con la novia o el novio.,Probleme mit der Freundin oder dem Freund.,Problèmes avec petit(e)-ami(e).,Problemen met vriend of vriendin.,Probleme mit der Freundin oder dem Freund.,Problemas con la novia o el novio.,Companion crisis day.
SelfLifeChanges59,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges59,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges61,parent_survey_family,"""Falling out"" of a close personal relationship.","""Falling out"" of a close personal relationship.",Se rompió una relación personal cercana.,"""Aussteigen"" aus einer engen persönlichen Beziehung.","""Rupture"" d'une relation personnelle proche.","""Uit elkaar gaan"" van een nauwe persoonlijke relatie.","""Aussteigen"" aus einer engen persönlichen Beziehung.",Se rompió una relación personal cercana.,Personal ties powed.
SelfLifeChanges61,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges61,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges62,parent_survey_family,An accident.,An accident.,Un accidente.,Ein Unfall.,Un accident.,Een ongeluk.,Ein Unfall.,Un accidente.,Incident with severity.
SelfLifeChanges62,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges62,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges63,parent_survey_family,Minor violation of the law.,Minor violation of the law.,Infracción leve de la ley.,Geringfügiger Verstoß gegen das Gesetz.,Infraction mineure à la loi.,Kleine overtreding van de wet.,Geringfügiger Verstoß gegen das Gesetz.,Infracción leve de la ley.,Minor law infringement.
SelfLifeChanges63,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges63,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges65,parent_survey_family,Death of a close friend.,Death of a close friend.,Muerte de un amigo cercano.,Tod eines engen Freundes.,Décès d'un ami proche.,Overlijden van een dierbare vriend.,Tod eines engen Freundes.,Muerte de un amigo cercano.,Paid bid farewell to a friend's company.
SelfLifeChanges65,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges65,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges66,parent_survey_family,Major decision regarding your immediate future.,Major decision regarding your immediate future.,Decisión importante sobre su futuro inmediato.,Wichtige Entscheidung über Ihre unmittelbare Zukunft.,Décision majeure concernant votre avenir immédiat.,Belangrijke beslissing over uw nabije toekomst.,Wichtige Entscheidung über Ihre unmittelbare Zukunft.,Decisión importante sobre su futuro inmediato.,Outcome came from immediate life plans.
SelfLifeChanges66,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges66,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges67,parent_survey_family,Major personal achievement.,Major personal achievement.,Mayor logro personal.,Großer persönlicher Erfolg.,Grande réalisation personnelle.,Grote persoonlijke prestatie.,Großer persönlicher Erfolg.,Mayor logro personal.,Personal success chapter.
SelfLifeChanges67,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges67,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChangesFinancial,parent_survey_family,Financial:,Financial:,Financiera:,Finanzen:,Financier :,Financieel:,Finanzen:,Financiera:,Finance:
SelfLifeChanges68,parent_survey_family,Major change in finances (increased income).,Major change in finances (increased income).,Cambio importante en las finanzas (aumento de los ingresos).,Größere Veränderung der Finanzen (höheres Einkommen).,Changement majeur des finances (revenu accru).,Grote verandering in financiën (toegenomen inkomen).,Größere Veränderung der Finanzen (höheres Einkommen).,Cambio importante en las finanzas (aumento de los ingresos).,"Finance balloon, net income dey swell."
SelfLifeChanges68,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges68,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges69,parent_survey_family,Major change in finances (decreased income).,Major change in finances (decreased income).,Cambio importante en las finanzas (disminución de ingresos).,Starke Veränderung der Finanzen (Einkommensrückgang).,Changement majeur des finances (revenu diminué).,Grote verandering in financiën (afgenomen inkomen).,Starke Veränderung der Finanzen (Einkommensrückgang).,Cambio importante en las finanzas (disminución de ingresos).,Finance go thin since earnings lower.
SelfLifeChanges69,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges69,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges70,parent_survey_family,Major change in finances (investment and/or credit difficulties).,Major change in finances (investment and/or credit difficulties).,Cambio importante en las finanzas (dificultades de inversión y/o de crédito).,Größere Veränderung der Finanzen (Investitions- und/oder Kreditschwierigkeiten).,Changement majeur des finances (difficultés d'investissement et/ou de crédit).,Grote verandering in financiën (investerings- en/of kredietproblemen).,Größere Veränderung der Finanzen (Investitions- und/oder Kreditschwierigkeiten).,Cambio importante en las finanzas (dificultades de inversión y/o de crédito).,Too many challenges for saving or investing issues.
SelfLifeChanges70,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges70,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges71,parent_survey_family,Loss or damage of personal property.,Loss or damage of personal property.,Pérdida o deterioro de bienes personales.,Verlust oder Beschädigung von persönlichem Eigentum.,Perte ou dommages de biens personnels.,Verlies of schade aan persoonlijke bezittingen.,Verlust oder Beschädigung von persönlichem Eigentum.,Pérdida o deterioro de bienes personales.,When possessions dey losses or seem messed up.
SelfLifeChanges71,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges71,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges72,parent_survey_family,Moderate purchase.,Moderate purchase.,Compra moderada.,Mittelgroße Anschaffung.,Achat modéré.,Gematigde aankoop.,Mittelgroße Anschaffung.,Compra moderada.,Small scale buy.
SelfLifeChanges72,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges72,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges73,parent_survey_family,Major purchase.,Major purchase.,Compra importante.,Größere Anschaffung.,Achat important.,Grote aankoop.,Größere Anschaffung.,Compra importante.,Big change purchase.
SelfLifeChanges73,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges73,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfLifeChanges74,parent_survey_family,Foreclosure on a mortgage or loan.,Foreclosure on a mortgage or loan.,Ejecución de una hipoteca o préstamo.,Zwangsvollstreckung einer Hypothek oder eines Kredits.,Forclusion d'une hypothèque ou d'un prêt.,Beslaglegging op een hypotheek of lening.,Zwangsvollstreckung einer Hypothek oder eines Kredits.,Ejecución de una hipoteca o préstamo.,Loss of regular inflow as mortgage got exploded.
SelfLifeChanges74,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SelfLifeChanges74,parent_survey_family,No,No,No,No,No,No,No,No,No
SelfMcArthurCountry,parent_survey_family,"<b>Instructions:</b> Think of this line as representing where people stand in the <i>country where you live</i>. To the <b>right</b> are the people who are the best off - those who have the most money, the most education, and the most respected jobs. To the <b>left</b> are the people who are the worst off - those who have the least money, the least education, the least respected jobs, or no job. The further to the right you are on the line, the closer you are to the people at the very top; the further to the left you are, the closer you are to the people at the very bottom.<br><b>Where would you place yourself on this line?</b><br>Move the slider to where you think you stand at this time in your life relative to other people in your country.","<b>Instructions:</b> Think of this line as representing where people stand in the <i>country where you live</i>. To the <b>right</b> are the people who are the best off - those who have the most money, the most education, and the most respected jobs. To the <b>left</b> are the people who are the worst off - those who have the least money, the least education, the least respected jobs, or no job. The further to the right you are on the line, the closer you are to the people at the very top; the further to the left you are, the closer you are to the people at the very bottom.<br><b>Where would you place yourself on this line?</b><br>Move the slider to where you think you stand at this time in your life relative to other people in your country.","<b>Instrucciones:</b> Piense que esta línea representa la situación de la gente en <i>el país en el que vive</i>. <b>A la derecha</b> están las personas más acomodadas: las que tienen más dinero, más educación y los trabajos más respetados. <b>A la izquierda</b> están las personas que están en peor situación: las que tienen menos dinero, menos educación, los trabajos menos respetados o ningún trabajo. Cuanto más a la derecha se encuentre en la línea, más cerca estará de la gente que más tiene; cuanto más a la izquierda, más cerca estará de la gente que menos tiene.<br><b>¿Dónde se situaría usted en esta línea?</b><br>Mueva y ubique el círculo sobre la recta donde usted crea que encontrarse en este momento de su vida en relación con otras personas de su país.","<b>Anweisungen:</b> Stellen Sie sich vor, dass diese Linie zeigt, wo sich die Menschen<i>in dem Land, in dem Sie leben, befinden</i>. Auf der <b>rechten</b> Seite befinden sich die Menschen, denen es am besten geht - diejenigen, die das meiste Geld, die beste Ausbildung und die angesehensten Arbeitsplätze haben. Auf der <b>linken</b> Seite befinden sich die Menschen, denen es am schlechtesten geht - diejenigen, die das wenigste Geld, die geringste Bildung, die am wenigsten angesehenen Arbeitsplätze oder gar keinen Arbeitsplatz haben.Je weiter rechts Sie sich auf der Linie befinden, desto näher sind Sie den Menschen ganz oben; je weiter links Sie sind, desto näher sind Sie den Menschen ganz unten.<br><b>Wo würden Sie sich selbst auf dieser Linie einordnen?</b><br>Bewegen Sie den Schieberegler dorthin, wo Sie Ihrer Meinung nach im Vergleich zu anderen Menschen in Ihrem Land derzeit stehen.","<b>Instructions :</b> Imaginez que cette ligne représente l'endroit où les gens se situent dans le <i>pays où vous vivez</i>. À droite se trouvent les personnes les mieux loties - celles qui ont le plus d'argent, d'éducation et les emplois les plus respectés. À gauche se trouvent les personnes les plus désavantagées - celles qui ont le moins d'argent, d'éducation et les emplois les moins respectés, voire aucun emploi. Plus vous êtes à droite sur la ligne, plus vous êtes proche des personnes au sommet ; plus vous êtes à gauche, plus vous êtes proche des personnes en bas.<br><b>Où vous situez-vous sur cette ligne ?</b><br>Déplacez le curseur là où vous pensez vous situer à ce moment de votre vie par rapport aux autres personnes dans votre pays.","<b>Instructies:</b> Stel je deze lijn voor als een weergave van waar mensen staan in het <i>land waar je woont</i>. Aan de <b>rechterkant</b> staan de mensen die het het best hebben - degenen die het meeste geld, de meeste opleiding en de meest gerespecteerde banen hebben. Aan de <b>linkerkant</b> staan de mensen die het slechter hebben - degenen die het minste geld, de minste opleiding en de minst gerespecteerde banen of geen baan hebben. Hoe verder u rechts op de lijn bent, hoe dichter u bij de mensen aan de top bent; hoe verder naar links u bent, hoe dichter u bij de mensen aan de onderkant bent.<br><b>Waar zou u uzelf op deze lijn plaatsen?</b><br>Verplaats de schuifregelaar naar waar u denkt dat u zich op dit moment in uw leven ten opzichte van andere mensen in uw land bevindt.","<b>Anweisungen:</b> Stellen Sie sich vor, dass diese Linie zeigt, wo sich die Menschen<i>in dem Land, in dem Sie leben, befinden</i>. Auf der <b>rechten</b> Seite befinden sich die Menschen, denen es am besten geht - diejenigen, die das meiste Geld, die beste Ausbildung und die angesehensten Arbeitsplätze haben. Auf der <b>linken</b> Seite befinden sich die Menschen, denen es am schlechtesten geht - diejenigen, die das wenigste Geld, die geringste Bildung, die am wenigsten angesehenen Arbeitsplätze oder gar keinen Arbeitsplatz haben.Je weiter rechts Sie sich auf der Linie befinden, desto näher sind Sie den Menschen ganz oben; je weiter links Sie sind, desto näher sind Sie den Menschen ganz unten.<br><b>Wo würden Sie sich selbst auf dieser Linie einordnen?</b><br>Bewegen Sie den Schieberegler dorthin, wo Sie Ihrer Meinung nach im Vergleich zu anderen Menschen in Ihrem Land derzeit stehen.","<b>Instrucciones:</b> Piense que esta línea representa la situación de la gente en <i>el país en el que vive</i>. <b>A la derecha</b> están las personas más acomodadas: las que tienen más dinero, más educación y los trabajos más respetados. <b>A la izquierda</b> están las personas que están en peor situación: las que tienen menos dinero, menos educación, los trabajos menos respetados o ningún trabajo. Cuanto más a la derecha se encuentre en la línea, más cerca estará de la gente que más tiene; cuanto más a la izquierda, más cerca estará de la gente que menos tiene.<br><b>¿Dónde se situaría usted en esta línea?</b><br>Mueva y ubique el círculo sobre la recta donde usted crea que encontrarse en este momento de su vida en relación con otras personas de su país.","<b>Instructions:</b> You for picture that line as show wey people dey stand for the <i>country weh you live</i>. On the <b>right</b> dey people who dey feel themselves the most — most cash, most degree, job wey dey respect pass. Na the ones wey dey the <b>left</b> that dey struggle pass — least cash, least learning, no job. If you go further right on the line, you go close to top dogs; you go further left, you dey nears the bottom ones.<br><b>Which location you go rate yourself?</b><br>Make slide like the position wey you dey feel yourself at this place in living as one compared to others for your nation."
