identifier,labels,en,es-CO,de,fr-CA,nl,context
ToM-scene6-instruct3,theory-of-mind,"Maria has arrived at the shop. “I would like to buy shirts,” she says. “All we have left are socks,” says the shopkeeper. Since Maria also needs socks, she decides to get some socks.","María llega a la tienda y dice ""me gustaría comprar camisas."" La vendedora responde ""Sólo nos quedan medias."" Como María también necesita medias, decide comprar algunos pares.","Maria ist im Laden angekommen. ""Ich möchte gerne T-shirts kaufen"", sagt sie. ""Wir haben nur noch Socken"", sagt der Ladenbesitzer. Da Maria auch Socken braucht, beschließt sie, Socken zu kaufen.","Maria has arrived at the shop. “I would like to buy shirts,” she says. “All we have left are socks,” says the shopkeeper. Since Maria also needs socks, she decides to get some socks.","Maria is bij de winkel aangekomen. ""Ik wil graag shirts kopen,"" zegt ze. ""We hebben alleen nog sokken,"" zegt de winkelier. Omdat Maria ook sokken nodig heeft, besluit ze om sokken te halen.","ToM-scene6-instruct3
Final es-co & de translation review complete"
ToM-scene6-q2,theory-of-mind,Does Sam know that Maria bought some socks?,¿Sam sabe que María ha comprado medias?,"Weiß Sam, dass Maria ein paar Socken gekauft hat?",Does Sam know that Maria bought some socks?,Weet Sam dat Maria sokken heeft gekocht?,"ToM-scene6-q2
Final es-co & de translation review complete"
ToM-scene6-q3,theory-of-mind,What does Sam think they are selling at the shop?,¿Qué cree Sam que venden en la tienda?,"Was glaubt Sam, was sie in dem Laden verkaufen?",What does Sam think they are selling at the shop?,Wat denkt Sam dat ze in de winkel verkopen?,"ToM-scene6-q3
Final es-co & de translation review complete"
shoes,theory-of-mind,Shoes,Zapatos,Schuhe,Shoes,Schoenen,"shoes
Final es-co & de translation review complete"
socks,theory-of-mind,Socks,Medias,Socken,Socks,Sokken,"socks
Final es-co & de translation review complete"
shirts,theory-of-mind,Shirts,Camisetas,T-Shirts,Shirts,Overhemden,"shirts
Final es-co & de translation review complete"
ToM-scene6-instruct4,theory-of-mind,"On her way back, Maria meets her dad. She tells her dad: “I have just bought some socks. I am going to share them with my brother Sam. It is a surprise.”
“That is nice of you,” says Dad. Then he asks Maria: “Does Sam know what you bought him?”","Caminando de regreso, María se encuentra con su padre. Ella le dice ""acabo de comprar unas medias. Voy a compartirlas con mi hermano Sam. Es una sorpresa"".
""Es muy amable de tu parte"", dice Papá. Luego le pregunta a María: ""¿Sam sabe qué le has comprado?"".","Auf dem Rückweg trifft Maria ihren Vater. Sie erzählt ihrem Vater: ""Ich habe gerade ein paar Socken gekauft. Ich werde sie mit meinem Bruder Sam teilen. Es ist eine Überraschung.""
""Das ist nett von dir"", sagt Papa. Dann fragt er Maria: ""Weiß Sam, was du ihm gekauft hast?""","On her way back, Maria meets her dad. She tells her dad: “I have just bought some socks. I am going to share them with my brother Sam. It is a surprise.”
“That is nice of you,” says Dad. Then he asks Maria: “Does Sam know what you bought him?”","Op de terugweg ontmoet Maria haar vader. Ze vertelt haar vader: ""Ik heb net wat sokken gekocht. Ik ga ze delen met mijn broer Sam. Het is een verrassing.""
""Dat is aardig van je,"" zegt vader. Dan vraagt hij Maria: ""Weet Sam wat je voor hem hebt gekocht?""","ToM-scene6-instruct4
Final es-co & de translation review complete"
ToM-scene6-q4,theory-of-mind,What does Maria tell Dad?,¿Qué le dice María a Papá?,Was sagt Maria zu Papa?,What does Maria tell Dad?,Wat zegt Maria tegen papa?,"ToM-scene6-q4
Final es-co & de translation review complete"
ToM-scene6-instruct5,theory-of-mind,Then Dad asks: “What does Sam think they are selling at the shop?”,"Entonces Papá pregunta: ""¿Qué cree Sam que venden en la tienda?"".","Dann fragt Papa: ""Was glaubt Sam, was sie in dem Laden verkaufen?""",Then Dad asks: “What does Sam think they are selling at the shop?”,"Dan vraagt papa: ""Wat denkt Sam dat ze in de winkel verkopen?""","ToM-scene6-instruct5
Final es-co & de translation review complete"
ToM-scene6-q5,theory-of-mind,What does Maria tell Dad?,¿Qué le dice María a Papá?,Was sagt Maria zu Papa?,What does Maria tell Dad?,Wat zegt Maria tegen papa?,"ToM-scene6-q5
Final es-co & de translation review complete"
ToM-scene6-q6,theory-of-mind,What does Sam think they are selling at the shop?,¿Qué cree Sam que venden en la tienda?,"Was glaubt Sam, was sie in dem Laden verkaufen?",What does Sam think they are selling at the shop?,Wat denkt Sam dat ze in de winkel verkopen?,"ToM-scene6-q6
Final es-co & de translation review complete"
ToM-scene6-instruct6,theory-of-mind,Sam is very happy to get his new socks.,Sam está muy feliz por recibir sus medias nuevas.,Sam freut sich sehr über seine neuen Socken.,Sam is very happy to get his new socks.,Sam is erg blij met zijn nieuwe sokken.,"ToM-scene6-instruct6
"
hostile-attribution-scene1-instruct1,hostile-attribution,Imagine that you are walking to school and you’re wearing your new shoes. You really like your new shoes and this is the first day you have worn them.,Imagina que vas camino a la escuela y llevas puestos tus zapatos nuevos. Te gustan mucho tus zapatos nuevos y es la primera vez que los usas.,"Stell dir vor, du gehst zur Schule und trägst deine neuen Schuhe. Du magst deine neuen Schuhe sehr und heute ist der erste Tag, an dem du sie trägst.",Imagine that you are walking to school and you’re wearing your new shoes. You really like your new shoes and this is the first day you have worn them.,Stel je voor dat je naar school loopt en je draagt je nieuwe schoenen. Je bent echt dol op je nieuwe schoenen en dit is de eerste dag dat je ze draagt.,"hostile-attribution-scene1-instruct1
Final es-co & de translation review complete"
hostile-attribution-scene1-instruct2,hostile-attribution,"Suddenly, you are bumped from behind by a boy. You stumble and fall into a mud puddle and your new shoes get muddy.","De repente, un chico te choca por detrás. Tropiezas y caes en un charco de barro y tus zapatos nuevos se ensucian de barro",Plötzlich wirst du von einem Jungen von hinten angerempelt. Du stolperst und fällst in eine Schlammpfütze und deine neuen Schuhe sind schlammig.,"Suddenly, you are bumped from behind by a boy. You stumble and fall into a mud puddle and your new shoes get muddy.",Opeens word je van achteren aangereden door een jongen. Je struikelt en valt in een modderplas en je nieuwe schoenen worden modderig.,"hostile-attribution-scene1-instruct2
Final es-co & de translation review complete"
hostile-attribution-scene1-q1,hostile-attribution,Do you think that the boy bumped you on purpose or by accident?,¿Crees que el chico te golpeó a propósito o por accidente?,"Glaubst du, dass der Junge dich absichtlich oder aus Versehen angerempelt hat?",Do you think that the boy bumped you on purpose or by accident?,Denk je dat de jongen je expres of per ongeluk heeft gestoten?,"hostile-attribution-scene1-q1
Final es-co & de translation review complete"
hostile-attribution-scene1-q2,hostile-attribution,Now pick one of the three choices as the one you would do:,Ahora escoge cuál de estas tres opciones harías tú:,Was würdest du tun? Wähle eine der drei Möglichkeiten aus.,Now pick one of the three choices as the one you would do:,"Kies nu een van de drie opties, zoals u dat ook zou doen:","hostile-attribution-scene1-q2
Final es-co & de translation review complete"
hostile-attribution-scene1-q2-ans1,hostile-attribution,clean up my shoes,limpiar mis zapatos,meine Schuhe sauber machen,clean up my shoes,mijn schoenen schoonmaken,"hostile-attribution-scene1-q2-ans1
Final es-co & de translation review complete"
hostile-attribution-scene1-q2-ans2,hostile-attribution,walk away from the boy,alejarme del chico,sich von dem Jungen entfernen,walk away from the boy,weglopen van de jongen,"hostile-attribution-scene1-q2-ans2
Final es-co & de translation review complete"
hostile-attribution-scene1-q2-ans3,hostile-attribution,push the boy in the mud,empujar al chico al barro,den Jungen in den Schlamm stoßen,push the boy in the mud,duw de jongen in de modder,"hostile-attribution-scene1-q2-ans3
Final es-co & de translation review complete"
hostile-attribution-scene2-instruct1,hostile-attribution,"Imagine that you are on the playground. You and some other kids are having a race. A boy is standing on the side, bouncing a basketball.","Imagina que estás en el patio de recreo. Tú y otros niños están haciendo una carrera. Un niño está parado a un lado, haciendo rebotar una pelota de baloncesto.","Stell dir vor, du bist auf einem Spielplatz. Du und einige andere Kinder rennen um die Wette. Ein Junge steht am Rand und spielt mit einem Basketball.","Imagine that you are on the playground. You and some other kids are having a race. A boy is standing on the side, bouncing a basketball.",Stel je voor dat je op de speelplaats bent. Jij en een paar andere kinderen doen een race. Een jongen staat aan de kant en stuitert met een basketbal.,"hostile-attribution-scene2-instruct1
Es-co complete, de still needs review."
hostile-attribution-scene2-instruct2,hostile-attribution,"The next thing you know, the boy has bounced the ball and it has rolled under your feet, making you fall. You skin your knee and someone else wins the race.","De repente, el chico hace rebotar la pelota y rueda bajo tus pies, haciéndote caer. Te raspas la rodilla, y alguien más gana la carrera.",Dann rollt der Ball von dem Jungen unter deine Füße und du fällst hin. Du schürfst dir das Knie auf und ein anderer gewinnt das Rennen.,"The next thing you know, the boy has bounced the ball and it has rolled under your feet, making you fall. You skin your knee and someone else wins the race.","Het volgende wat je weet is dat de jongen de bal heeft laten stuiteren en dat de bal onder je voeten is gerold, waardoor je bent gevallen. Je schaaft je knie en iemand anders wint de race.","hostile-attribution-scene2-instruct2
Es-co complete, de still needs review."
hostile-attribution-scene2-q1,hostile-attribution,Do you think that the boy made you fall on purpose or by accident?,¿Crees que el chico te hizo caer a propósito o por accidente?,"Glaubst du, dass der Junge dich mit Absicht oder aus Versehen zu Boden gestoßen hat?",Do you think that the boy made you fall on purpose or by accident?,Denk je dat de jongen je expres liet vallen of per ongeluk?,"hostile-attribution-scene2-q1
Final es-co & de translation review complete"
hostile-attribution-scene2-q2,hostile-attribution,Now pick one of the three choices as the one you would do:,Ahora escoge cuál de estas tres opciones harías tú:,Was würdest du tun? Wähle eine der drei Möglichkeiten aus.,Now pick one of the three choices as the one you would do:,"Kies nu een van de drie opties, zoals u dat ook zou doen:","hostile-attribution-scene2-q2
Final es-co & de translation review complete"
hostile-attribution-scene2-q2-ans1,hostile-attribution,go to another area of the playground,ir a otra zona del patio de recreo,in einen anderen Bereich des Spielplatzes gehen,go to another area of the playground,ga naar een ander deel van de speeltuin,"hostile-attribution-scene2-q2-ans1
Final es-co & de translation review complete"
hostile-attribution-scene2-q2-ans2,hostile-attribution,say something mean to him,insultar al niño,etwas Gemeines zu ihm sagen,say something mean to him,zeg iets gemeens tegen hem,"hostile-attribution-scene2-q2-ans2
Final es-co & de translation review complete"
hostile-attribution-scene2-q2-ans3,hostile-attribution,take care of my knee,curar mi rodilla,Mein Knie verarzten.,take care of my knee,zorg voor mijn knie,"hostile-attribution-scene2-q2-ans3
Final es-co & de translation review complete"
hostile-attribution-scene3-instruct1,hostile-attribution,Imagine that you are working on an assignment at your desk. ,Imagina que estás trabajando en una tarea en tu escritorio.,"Stell dir vor, du arbeitest an deinem Schreibtisch an einer Aufgabe. ",Imagine that you are working on an assignment at your desk. ,Stel je voor dat je aan je bureau aan een opdracht werkt. ,"hostile-attribution-scene3-instruct1
Final es-co & de translation review complete"
hostile-attribution-scene3-instruct2,hostile-attribution,"You go to sharpen your pencil, and as you walk back to your desk there is a boy walking just in front of you. The boy passes your desk before you get there. ","Te levantas para sacarle punta a tu lápiz y, de regreso a tu escritorio, vas detrás de un niño que camina justo delante de ti. El niño pasa por tu escritorio antes de que tú llegues.","Du gehst deinen Bleistift anspitzen, und als du zu deinem Schreibtisch zurückgehst, läuft ein Junge direkt vor dir. Der Junge geht an deinem Schreibtisch vorbei, bevor du selbst dort bist.","You go to sharpen your pencil, and as you walk back to your desk there is a boy walking just in front of you. The boy passes your desk before you get there. ","Je gaat je potlood slijpen en als je terugloopt naar je bureau, zie je een jongen vlak voor je lopen. De jongen loopt langs je bureau voordat je er bent. ","hostile-attribution-scene3-instruct2
Final es-co & de translation review complete"
hostile-attribution-scene3-instruct3,hostile-attribution,"The next thing you know, the boy has knocked all of your papers off of your desk, and they are all over the floor.","De repente, el chico tira todos los papeles que estaban en tu escritorio y ahora están regados en el suelo.","Das nächste ist, dass der Junge alle deine Papiere von deinem Schreibtisch geworfen hat und sie überall auf dem Boden liegen.","The next thing you know, the boy has knocked all of your papers off of your desk, and they are all over the floor.","Voor je het weet, heeft de jongen al je papieren van je bureau gegooid en liggen ze overal op de vloer.","hostile-attribution-scene3-instruct3
Es-co complete, de still needs review."
hostile-attribution-scene3-q1,hostile-attribution,Do you think the boy knocked your papers onto the floor on purpose or by accident?,¿Crees que el chico tiró tus papeles al suelo a propósito o por accidente?,"Glaubst du, der Junge hat deine Papiere absichtlich oder aus Versehen auf den Boden geworfen?",Do you think the boy knocked your papers onto the floor on purpose or by accident?,Denk je dat de jongen jouw papieren expres of per ongeluk op de grond heeft gegooid?,"hostile-attribution-scene3-q1
Es-co complete, de still needs review."
