identifier,labels,en,es-CO,de,fr-CA,nl,context
hostile-attribution-scene3-q2-ans2,hostile-attribution,pick up the papers,recoger los papeles,die Papiere aufsammeln,ramasser les papiers,pak de papieren op,
hostile-attribution-scene3-q2-ans3,hostile-attribution,do nothing,no hacer nada,nichts tun,ne rien faire,niets doen,
hostile-attribution-scene1-by-accident,theory-of-mind,by accident,por accidente,aus Versehen,par accident,per ongeluk,
hostile-attribution-scene1-on-purpose,theory-of-mind,on purpose,a propósito,absichtlich,exprès,met opzet,
hostile-attribution-scene2-by-accident,theory-of-mind,by accident,por accidente,aus Versehen,par accident,per ongeluk,
hostile-attribution-scene2-on-purpose,theory-of-mind,on purpose,a propósito,absichtlich,exprès,met opzet,
hostile-attribution-scene3-by-accident,theory-of-mind,by accident,por accidente,aus Versehen,par accident,per ongeluk,
hostile-attribution-scene3-on-purpose,theory-of-mind,on purpose,a propósito,absichtlich,exprès,met opzet,
same-different-selection-instruct1,same-different-selection,"This is the matching game. In this game, you're going to choose sets of cards that match in some way. First, let's look at some of the cards you are going to see.","Este es el juego de parejas. En este juego, vas a elegir conjuntos de cartas que se parecen de alguna manera. Primero, veamos algunas de las cartas que vas a ver.","Jetzt spielen wir ein Spiel, bei dem es darum geht, Karten auszuwählen, die auf irgendeine Art zusammenpassen. Lass uns mal schauen, wie die Karten aussehen, die du in dem Spiel sehen wirst. ","Voici le jeu de correspondance. Dans ce jeu, tu vas choisir des ensembles de cartes qui correspondent d'une certaine manière. D'abord, regardons certaines des cartes que tu vas voir.",Dit is het matchingspel. In dit spel ga je sets kaarten kiezen die op een bepaalde manier matchen. Laten we eerst eens kijken naar een aantal kaarten die je gaat zien.,
same-different-selection-touch-circle,same-different-selection,Choose the card with a circle.,Escoge la carta que tiene un círculo.,Wähle die Karte mit einem Kreis.,Choisis la carte avec un cercle.,Kies de kaart met een cirkel.,
same-different-selection-touch-square,same-different-selection,Choose the card with a square.,Escoge la carta que tiene un cuadrado.,Wähle die Karte mit einem Quadrat. ,Choisis la carte avec un carré.,Kies de kaart met een vierkant.,
same-different-selection-touch-triangle,same-different-selection,Choose the card with a triangle.,Escoge la carta que tiene un triángulo.,Wähle die Karte mit einem Dreieck.,Choisis la carte avec un triangle.,Kies de kaart met een driehoek.,
same-different-selection-touch-star,same-different-selection,Choose the card with a star.,Escoge la carta que tiene una estrella.,Wähle die Karte mit einem Stern.,Choisis la carte avec une étoile.,Kies de kaart met een ster.,
same-different-selection-touch-green,same-different-selection,Choose the card with a green shape.,Escoge la carta que tiene una figura verde.,Wähle die Karte mit einer grünen Form.,Choisis la carte avec une forme verte.,Kies de kaart met de groene vorm.,
same-different-selection-touch-red,same-different-selection,Choose the card with a red shape.,Escoge la carta que tiene una figura roja.,Wähle die Karte mit einer roten Form.,Choisis la carte avec une forme rouge.,Kies de kaart met de rode vorm.,
same-different-selection-touch-blue,same-different-selection,Choose the card with a blue shape.,Escoge la carta que tiene una figura azul.,Wähle die Karte mit einer blauen Form.,Choisis la carte avec une forme bleue.,Kies de kaart met de blauwe vorm.,
same-different-selection-touch-yellow,same-different-selection,Choose the card with a yellow shape.,Escoge la carta que tiene una figura amarilla.,Wähle die Karte mit einer gelben Form.,Choisis la carte avec une forme jaune.,Kies de kaart met de gele vorm.,
same-different-selection-touch-small,same-different-selection,Choose the card with a small shape.,Escoge la carta que tiene una figura pequeña.,Wähle die Karte mit einer kleinen Form.,Choisis la carte avec une petite forme.,Kies de kaart met een kleine vorm.,
same-different-selection-touch-medium,same-different-selection,Choose the card with a medium-sized shape.,Escoge la carta que tiene una figura mediana.,Wähle die Karte mit einer mittelgroßen Form.,Choisis la carte avec une forme de taille moyenne.,Kies de kaart met een middelgrote vorm.,
same-different-selection-touch-large,same-different-selection,Choose the card with a large shape.,Escoge la carta que tiene una figura grande.,Wähle die Karte mit einer großen Form.,Choisis la carte avec une grande forme.,Kies de kaart met een grote vorm.,
same-different-selection-touch-white,same-different-selection,Choose the star on the white card.,Escoge la estrella en la carta blanca.,Wähle den Stern auf der weißen Karte.,Choisis l'étoile sur la carte blanche.,Kies de ster op de witte kaart.,
same-different-selection-touch-gray,same-different-selection,Choose the star on the gray card.,Escoge la estrella en la carta gris.,Wähle den Stern auf der grauen Karte.,Choisis l'étoile sur la carte grise.,Kies de ster op de grijze kaart.,
same-different-selection-touch-black,same-different-selection,Choose the star on the black card.,Escoge la estrella en la carta negra.,Wähle den Stern auf der schwarzen Karte.,Choisis l'étoile sur la carte noire.,Kies de ster op de zwarte kaart.,
same-different-selection-touch-striped,same-different-selection,Choose the star on the striped card.,Escoge la estrella en la carta con rayas.,Wähle den Stern auf der gestreiften Karte.,Choisis l'étoile sur la carte rayée.,Kies de ster op de gestreepte kaart.,
same-different-selection-touch-1,same-different-selection,Choose the card with 1 star.,Escoge la carta con 1 estrella.,Wähle die Karte mit einem Stern.,Choisis la carte avec 1 étoile.,Kies de kaart met 1 ster.,
same-different-selection-touch-2,same-different-selection,Choose the card with 2 stars.,Escoge la carta con 2 estrellas.,Wähle die Karte mit zwei Sternen.,Choisis la carte avec 2 étoiles.,Kies de kaart met 2 sterren.,
same-different-selection-touch-3,same-different-selection,Choose the card with 3 stars.,Escoge la carta con 3 estrellas.,Wähle die Karte mit drei Sternen.,Choisis la carte avec 3 étoiles.,Kies de kaart met 3 sterren.,
same-different-selection-touch-4,same-different-selection,Choose the card with 4 stars.,Escoge la carta con 4 estrellas.,Wähle die Karte mit vier Sternen.,Choisis la carte avec 4 étoiles.,Kies de kaart met 4 sterren.,
same-different-selection-instruct2,same-different-selection,Now you're going to see two cards that are the same in one way. Then you will see a new card that is similar to one of those cards. Your job is to choose the card that is similar to the new card.,Ahora vas a ver dos cartas que son iguales de alguna manera. Luego vas a ver una nueva carta que se parece a una de esas cartas. Tu trabajo es elegir la carta que se parece en algo a esa nueva carta.,"Jetzt siehst du zwei Karten, die in einer Hinsicht gleich sind. Dann siehst du eine neue Karte, die einer der ersten beiden Karten ähnlich ist. Deine Aufgabe ist es, die Karte zu wählen, die der neuen Karte ähnlich ist.","Maintenant, tu vas voir deux cartes qui sont les mêmes d'une certaine manière. Ensuite, tu verras une nouvelle carte semblable à l'une de ces cartes. Ta tâche est de choisir la carte qui est similaire à la nouvelle carte.",Nu ga je twee kaarten zien die op één manier hetzelfde zijn. Dan zie je een nieuwe kaart die lijkt op een van die kaarten. Jouw taak is om de kaart te kiezen die lijkt op de nieuwe kaart.,
same-different-selection-instruct3,same-different-selection,"Now you're going to see three cards, and you're going to choose two that are the same in some way. Then you're going to see the same cards again, and pick two cards that are the same in a different way.","Ahora vas a ver tres cartas y debes escoger dos que sean iguales de alguna manera. Luego vas a ver las mismas tres cartas, pero  vas a escoger otras dos cartas que sean iguales de alguna otra manera.","Jetzt siehst du drei Karten und wählst zwei aus, die auf irgendeine Weise gleich sind. Dann siehst du dieselben Karten noch einmal und wählst zwei Karten aus, die auf eine andere Weise gleich sind.","Maintenant, tu vas voir trois cartes, et tu vas choisir deux qui sont similaires de quelque façon. Ensuite, tu verras à nouveau les mêmes cartes et tu choisiras deux cartes qui sont similaires d'une manière différente.","Nu ga je drie kaarten zien, en je gaat er twee kiezen die op een bepaalde manier hetzelfde zijn. Dan ga je dezelfde kaarten weer zien, en je kiest er twee die op een andere manier hetzelfde zijn.",
same-different-selection-both-circles,same-different-selection,Here are two cards. Something's the same. They both have circles.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen círculos.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Kreise.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des cercles.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei cirkels.,
same-different-selection-both-squares,same-different-selection,Here are two cards. Something's the same. They both have squares.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen cuadrados.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Quadrate.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des carrés.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei vierkanten.,
same-different-selection-both-triangles,same-different-selection,Here are two cards. Something's the same. They both have triangles.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen triángulos.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Dreiecke.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des triangles.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei driehoeken.,
same-different-selection-both-red,same-different-selection,Here are two cards. Something's the same. They both have red shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras rojas.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Formen.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des formes rouges.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei rode vormen.,
same-different-selection-both-green,same-different-selection,Here are two cards. Something's the same. They both have green shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras verdes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen grüne Formen.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des formes vertes.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei groene vormen.,
same-different-selection-both-yellow,same-different-selection,Here are two cards. Something's the same. They both have yellow shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras amarillas.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen gelbe Formen.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des formes jaunes.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei gele vormen.,
same-different-selection-both-blue,same-different-selection,Here are two cards. Something's the same. They both have blue shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras azules.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen blaue Formen.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des formes bleues.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei blauwe vormen.,
same-different-selection-both-small,same-different-selection,Here are two cards. Something's the same. They both have small shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras pequeñas.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen kleine Formen.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des petites formes.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei kleine vormen.,
same-different-selection-both-medium,same-different-selection,Here are two cards. Something's the same. They both have medium-sized shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras medianas.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen mittelgroße Formen.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des formes de taille moyenne.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei middelgrote vormen.,
same-different-selection-both-large,same-different-selection,Here are two cards. Something's the same. They both have large shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras grandes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen große Formen.,Voici deux cartes. Elles ont quelque chose en commun. Elles ont toutes les deux des grandes formes.,Hier zijn twee kaarten. Iets is hetzelfde. Ze hebben allebei grote vormen.,
sds-prompt3,same-different-selection,Here is another card. Which of these is similar to this one?,Aquí hay otra carta. ¿Cuál de estas tiene algo que es igual a esta?,Hier ist eine weitere Karte. Welche Karte sieht dieser ähnlich? ,Voici une autre carte. Laquelle de ces cartes est semblable à celle-ci?,Hier is nog een kaart. Welke van deze lijkt op deze?,
sds-3match-prompt2,same-different-selection,Here is the same set of cards again. Choose two cards that are the same in a different way.,Aquí están otra vez las mismas cartas. Ahora debe escoger dos cartas que sean pareja porque son iguales en algo diferente.,"Hier siehst du die gleichen Karten nochmal. Wähle zwei Bilder aus, die auf unterschiedliche Art und Weise gleich sind.",Voici le même ensemble de cartes. Choisissez deux cartes qui sont semblables de manière différente.,Hier is dezelfde set kaarten weer. Kies twee kaarten die op een andere manier hetzelfde zijn.,
sds-2match-prompt1,same-different-selection,Here is a new set of cards. Choose two cards that are the same in some way.,Aquí hay un nuevo grupo de cartas. Escoge dos cartas que sean iguales en algún aspecto. ,"Hier sind neue Karten. Wähle zwei Karten aus, die in irgendeiner Weise gleich sind.",Voici un nouvel ensemble de cartes. Choisissez deux cartes qui sont semblables d'une certaine manière.,Hier is een nieuwe set kaarten. Kies twee kaarten die op een bepaalde manier hetzelfde zijn.,
